method,score,calls
cross-encoder,-6.809901237487793,1
cross-encoder,-6.8083271980285645,1
cross-encoder,-6.800309181213379,1
cross-encoder,-6.798130512237549,1
cross-encoder,-6.797959327697754,1
cross-encoder,-6.788397789001465,1
cross-encoder,-6.781895637512207,1
cross-encoder,-6.781139373779297,1
cross-encoder,-6.780525207519531,1
cross-encoder,-6.780362129211426,1
cross-encoder,-6.7802581787109375,1
cross-encoder,-6.779403209686279,1
cross-encoder,-6.776176452636719,1
cross-encoder,-6.775277614593506,1
cross-encoder,-6.773571014404297,1
cross-encoder,-6.772562503814697,1
cross-encoder,-6.767003059387207,1
cross-encoder,-6.761943340301514,1
cross-encoder,-6.75533390045166,1
cross-encoder,-6.754464626312256,1
cross-encoder,-6.752937316894531,1
cross-encoder,-6.748201370239258,1
cross-encoder,-6.746914863586426,1
cross-encoder,-6.746419906616211,1
cross-encoder,-6.745735168457031,1
cross-encoder,-6.744660377502441,1
cross-encoder,-6.7408342361450195,1
cross-encoder,-6.7381391525268555,1
cross-encoder,-6.732353687286377,1
cross-encoder,-6.7317399978637695,1
cross-encoder,-6.726871490478516,1
cross-encoder,-6.7251667976379395,1
cross-encoder,-6.724259376525879,1
cross-encoder,-6.724175453186035,1
cross-encoder,-6.721606254577637,1
cross-encoder,-6.720606803894043,1
cross-encoder,-6.715328216552734,1
cross-encoder,-6.711296081542969,1
cross-encoder,-6.710272789001465,1
cross-encoder,-6.707604885101318,1
cross-encoder,-6.705769062042236,2
cross-encoder,-6.704795837402344,1
cross-encoder,-6.701486587524414,1
cross-encoder,-6.6948347091674805,1
cross-encoder,-6.694768905639648,1
cross-encoder,-6.693741321563721,1
cross-encoder,-6.693717002868652,1
cross-encoder,-6.6933274269104,1
cross-encoder,-6.6879472732543945,1
cross-encoder,-6.675971984863281,1
cross-encoder,-6.672247886657715,1
cross-encoder,-6.668525695800781,1
cross-encoder,-6.667113304138184,1
cross-encoder,-6.654937744140625,1
cross-encoder,-6.643801689147949,1
cross-encoder,-6.640634536743164,1
cross-encoder,-6.639952659606934,1
cross-encoder,-6.638419151306152,1
cross-encoder,-6.636701583862305,1
cross-encoder,-6.6354875564575195,1
cross-encoder,-6.6273932456970215,1
cross-encoder,-6.625082969665527,1
cross-encoder,-6.616275787353516,1
cross-encoder,-6.616013526916504,1
cross-encoder,-6.6121745109558105,1
cross-encoder,-6.610090732574463,1
cross-encoder,-6.607209205627441,1
cross-encoder,-6.604753494262695,1
cross-encoder,-6.602204322814941,1
cross-encoder,-6.600909233093262,1
cross-encoder,-6.593608856201172,2
cross-encoder,-6.592167377471924,1
cross-encoder,-6.591802597045898,1
cross-encoder,-6.590668201446533,1
cross-encoder,-6.589725971221924,1
cross-encoder,-6.588935852050781,1
cross-encoder,-6.586104393005371,1
cross-encoder,-6.5724639892578125,1
cross-encoder,-6.571420192718506,1
cross-encoder,-6.567888259887695,1
cross-encoder,-6.564155101776123,1
cross-encoder,-6.561330795288086,1
cross-encoder,-6.558465003967285,1
cross-encoder,-6.556675434112549,1
cross-encoder,-6.555396556854248,1
cross-encoder,-6.554636001586914,1
cross-encoder,-6.553021430969238,1
cross-encoder,-6.552976608276367,1
cross-encoder,-6.549761772155762,1
cross-encoder,-6.542932987213135,1
cross-encoder,-6.539310455322266,1
cross-encoder,-6.532979488372803,1
cross-encoder,-6.528753280639648,1
cross-encoder,-6.527374744415283,1
cross-encoder,-6.526310920715332,1
cross-encoder,-6.519259452819824,1
cross-encoder,-6.51757287979126,1
cross-encoder,-6.515580177307129,1
cross-encoder,-6.515495777130127,1
cross-encoder,-6.513939380645752,1
cross-encoder,-6.512658596038818,1
cross-encoder,-6.511715888977051,1
cross-encoder,-6.504201889038086,1
cross-encoder,-6.502522945404053,1
cross-encoder,-6.493310451507568,1
cross-encoder,-6.4923601150512695,1
cross-encoder,-6.49196720123291,1
cross-encoder,-6.491278648376465,1
cross-encoder,-6.489824295043945,1
cross-encoder,-6.489748477935791,1
cross-encoder,-6.487125396728516,1
cross-encoder,-6.486411094665527,1
cross-encoder,-6.485840797424316,1
cross-encoder,-6.48253059387207,1
cross-encoder,-6.471034049987793,1
cross-encoder,-6.46878719329834,1
cross-encoder,-6.468771934509277,1
cross-encoder,-6.462652683258057,1
cross-encoder,-6.455293655395508,1
cross-encoder,-6.454831123352051,1
cross-encoder,-6.454463005065918,1
cross-encoder,-6.451629638671875,1
cross-encoder,-6.449924468994141,1
cross-encoder,-6.4418768882751465,1
cross-encoder,-6.438379287719727,1
cross-encoder,-6.438242435455322,1
cross-encoder,-6.4377899169921875,1
cross-encoder,-6.432467460632324,1
cross-encoder,-6.4314446449279785,1
cross-encoder,-6.4309844970703125,1
cross-encoder,-6.430911064147949,1
cross-encoder,-6.428414344787598,1
cross-encoder,-6.421719551086426,1
cross-encoder,-6.416507720947266,1
cross-encoder,-6.414963722229004,1
cross-encoder,-6.414659023284912,1
cross-encoder,-6.414179801940918,1
cross-encoder,-6.408677101135254,1
cross-encoder,-6.406566143035889,2
cross-encoder,-6.400030612945557,1
cross-encoder,-6.399224281311035,1
cross-encoder,-6.3955535888671875,1
cross-encoder,-6.394861698150635,1
cross-encoder,-6.394261360168457,1
cross-encoder,-6.390631198883057,1
cross-encoder,-6.387224197387695,1
cross-encoder,-6.381531715393066,1
cross-encoder,-6.3808441162109375,1
cross-encoder,-6.378791809082031,1
cross-encoder,-6.375410556793213,1
cross-encoder,-6.375369071960449,1
cross-encoder,-6.371729850769043,1
cross-encoder,-6.361795425415039,1
cross-encoder,-6.359625816345215,1
cross-encoder,-6.355668067932129,1
cross-encoder,-6.353619575500488,1
cross-encoder,-6.347318649291992,1
cross-encoder,-6.342222213745117,1
cross-encoder,-6.339386940002441,1
cross-encoder,-6.337621688842773,1
cross-encoder,-6.326094627380371,1
cross-encoder,-6.323346138000488,1
cross-encoder,-6.316106796264648,1
cross-encoder,-6.315454483032227,1
cross-encoder,-6.313255310058594,1
cross-encoder,-6.312499523162842,1
cross-encoder,-6.310431480407715,1
cross-encoder,-6.306095123291016,1
cross-encoder,-6.299938201904297,1
cross-encoder,-6.297895431518555,1
cross-encoder,-6.296326160430908,1
cross-encoder,-6.294613361358643,1
cross-encoder,-6.292998790740967,1
cross-encoder,-6.289899826049805,1
cross-encoder,-6.286568641662598,1
cross-encoder,-6.285318374633789,1
cross-encoder,-6.283750057220459,1
cross-encoder,-6.282219886779785,1
cross-encoder,-6.281138896942139,1
cross-encoder,-6.2790398597717285,1
cross-encoder,-6.277767181396484,1
cross-encoder,-6.276777267456055,1
cross-encoder,-6.275679588317871,1
cross-encoder,-6.274128437042236,1
cross-encoder,-6.2699127197265625,1
cross-encoder,-6.265072822570801,1
cross-encoder,-6.260584354400635,1
cross-encoder,-6.257565975189209,1
cross-encoder,-6.25432014465332,1
cross-encoder,-6.2523698806762695,1
cross-encoder,-6.251490592956543,1
cross-encoder,-6.246926307678223,1
cross-encoder,-6.2418084144592285,1
cross-encoder,-6.237908363342285,1
cross-encoder,-6.234415054321289,1
cross-encoder,-6.23349666595459,1
cross-encoder,-6.232945919036865,1
cross-encoder,-6.230529308319092,1
cross-encoder,-6.230356216430664,1
cross-encoder,-6.225212097167969,1
cross-encoder,-6.22285270690918,1
cross-encoder,-6.222179412841797,1
cross-encoder,-6.218745231628418,1
cross-encoder,-6.2176008224487305,1
cross-encoder,-6.216275215148926,1
cross-encoder,-6.214745044708252,1
cross-encoder,-6.2119035720825195,1
cross-encoder,-6.207693099975586,1
cross-encoder,-6.199624061584473,1
cross-encoder,-6.197599411010742,2
cross-encoder,-6.189352989196777,1
cross-encoder,-6.186757564544678,1
cross-encoder,-6.186655521392822,1
cross-encoder,-6.186452865600586,1
cross-encoder,-6.184715270996094,1
cross-encoder,-6.1759185791015625,1
cross-encoder,-6.167502403259277,1
cross-encoder,-6.166886806488037,1
cross-encoder,-6.164360523223877,1
cross-encoder,-6.163581848144531,1
cross-encoder,-6.161539077758789,1
cross-encoder,-6.1612749099731445,1
cross-encoder,-6.159461975097656,1
cross-encoder,-6.156405448913574,1
cross-encoder,-6.1551513671875,1
cross-encoder,-6.151010513305664,1
cross-encoder,-6.147665977478027,1
cross-encoder,-6.145049095153809,1
cross-encoder,-6.138537406921387,1
cross-encoder,-6.135245323181152,1
cross-encoder,-6.119257926940918,1
cross-encoder,-6.118882656097412,1
cross-encoder,-6.108659744262695,1
cross-encoder,-6.105413913726807,1
cross-encoder,-6.1050214767456055,1
cross-encoder,-6.104716777801514,1
cross-encoder,-6.100806713104248,1
cross-encoder,-6.1001434326171875,1
cross-encoder,-6.093843460083008,1
cross-encoder,-6.092335224151611,1
cross-encoder,-6.092179298400879,1
cross-encoder,-6.081939697265625,1
cross-encoder,-6.07693338394165,1
cross-encoder,-6.071592330932617,1
cross-encoder,-6.071127891540527,1
cross-encoder,-6.0711212158203125,1
cross-encoder,-6.064866065979004,1
cross-encoder,-6.058796405792236,1
cross-encoder,-6.058540344238281,1
cross-encoder,-6.055726528167725,1
cross-encoder,-6.049806118011475,1
cross-encoder,-6.048354625701904,1
cross-encoder,-6.0475754737854,1
cross-encoder,-6.046000003814697,1
cross-encoder,-6.0420942306518555,1
cross-encoder,-6.040473461151123,1
cross-encoder,-6.038681983947754,1
cross-encoder,-6.038661479949951,1
cross-encoder,-6.038318634033203,1
cross-encoder,-6.037173271179199,1
cross-encoder,-6.031623840332031,1
cross-encoder,-6.029847145080566,1
cross-encoder,-6.028376579284668,1
cross-encoder,-6.021491050720215,1
cross-encoder,-6.021456718444824,1
cross-encoder,-6.02056360244751,1
cross-encoder,-6.015584945678711,1
cross-encoder,-6.008543968200684,1
cross-encoder,-6.005450248718262,1
cross-encoder,-5.9972734451293945,1
cross-encoder,-5.9940643310546875,1
cross-encoder,-5.993053913116455,1
cross-encoder,-5.98424768447876,1
cross-encoder,-5.978817939758301,1
cross-encoder,-5.977119445800781,1
cross-encoder,-5.976674556732178,1
cross-encoder,-5.976639747619629,1
cross-encoder,-5.9730329513549805,1
cross-encoder,-5.967791557312012,1
cross-encoder,-5.957747459411621,1
cross-encoder,-5.951777935028076,1
cross-encoder,-5.949979305267334,1
cross-encoder,-5.945711135864258,1
cross-encoder,-5.9417901039123535,1
cross-encoder,-5.941147804260254,1
cross-encoder,-5.935336112976074,1
cross-encoder,-5.932798862457275,1
cross-encoder,-5.931503772735596,1
cross-encoder,-5.924598693847656,1
cross-encoder,-5.92389440536499,1
cross-encoder,-5.912977695465088,1
cross-encoder,-5.912038326263428,1
cross-encoder,-5.908419132232666,1
cross-encoder,-5.904613494873047,1
cross-encoder,-5.902366638183594,1
cross-encoder,-5.893909454345703,1
cross-encoder,-5.889521598815918,1
cross-encoder,-5.88720703125,1
cross-encoder,-5.88670539855957,1
cross-encoder,-5.879602432250977,1
cross-encoder,-5.876580715179443,1
cross-encoder,-5.8700175285339355,1
cross-encoder,-5.862204551696777,1
cross-encoder,-5.855304718017578,1
cross-encoder,-5.854531764984131,1
cross-encoder,-5.8510661125183105,1
cross-encoder,-5.846049785614014,1
cross-encoder,-5.841732025146484,1
cross-encoder,-5.841348648071289,2
cross-encoder,-5.841020584106445,1
cross-encoder,-5.839252948760986,1
cross-encoder,-5.836820602416992,1
cross-encoder,-5.834506988525391,1
cross-encoder,-5.83363676071167,1
cross-encoder,-5.833061218261719,1
cross-encoder,-5.828568458557129,1
cross-encoder,-5.817635536193848,1
cross-encoder,-5.813547134399414,1
cross-encoder,-5.808061122894287,1
cross-encoder,-5.8036041259765625,2
cross-encoder,-5.801156520843506,1
cross-encoder,-5.7969818115234375,1
cross-encoder,-5.796219825744629,1
cross-encoder,-5.7942657470703125,1
cross-encoder,-5.792605400085449,1
cross-encoder,-5.7924652099609375,1
cross-encoder,-5.792201042175293,1
cross-encoder,-5.790974140167236,1
cross-encoder,-5.786540985107422,1
cross-encoder,-5.785737991333008,1
cross-encoder,-5.784651756286621,1
cross-encoder,-5.776910305023193,1
cross-encoder,-5.7627058029174805,1
cross-encoder,-5.759706974029541,1
cross-encoder,-5.759023189544678,1
cross-encoder,-5.757734298706055,1
cross-encoder,-5.752233505249023,1
cross-encoder,-5.751984596252441,1
cross-encoder,-5.7517313957214355,1
cross-encoder,-5.726722717285156,1
cross-encoder,-5.717367172241211,1
cross-encoder,-5.712916374206543,1
cross-encoder,-5.711117744445801,1
cross-encoder,-5.709001064300537,1
cross-encoder,-5.707868576049805,1
cross-encoder,-5.703890800476074,1
cross-encoder,-5.703603744506836,1
cross-encoder,-5.701970100402832,1
cross-encoder,-5.6986470222473145,1
cross-encoder,-5.694527626037598,1
cross-encoder,-5.6923441886901855,1
cross-encoder,-5.689836502075195,1
cross-encoder,-5.680044174194336,1
cross-encoder,-5.677664756774902,1
cross-encoder,-5.677389621734619,1
cross-encoder,-5.670323371887207,1
cross-encoder,-5.668586730957031,1
cross-encoder,-5.655086517333984,1
cross-encoder,-5.6512250900268555,1
cross-encoder,-5.650435924530029,1
cross-encoder,-5.650400161743164,1
cross-encoder,-5.648286819458008,1
cross-encoder,-5.64768123626709,1
cross-encoder,-5.647494316101074,1
cross-encoder,-5.646232604980469,1
cross-encoder,-5.643177032470703,1
cross-encoder,-5.642195701599121,1
cross-encoder,-5.642187595367432,1
cross-encoder,-5.632877826690674,1
cross-encoder,-5.625016212463379,1
cross-encoder,-5.621097564697266,1
cross-encoder,-5.617175579071045,1
cross-encoder,-5.598743438720703,1
cross-encoder,-5.598102569580078,1
cross-encoder,-5.595574378967285,1
cross-encoder,-5.590290546417236,1
cross-encoder,-5.585302829742432,1
cross-encoder,-5.583493232727051,1
cross-encoder,-5.582949638366699,1
cross-encoder,-5.582729339599609,1
cross-encoder,-5.582340240478516,1
cross-encoder,-5.581705093383789,1
cross-encoder,-5.579675674438477,1
cross-encoder,-5.565991401672363,1
cross-encoder,-5.563875675201416,1
cross-encoder,-5.562155723571777,1
cross-encoder,-5.559167861938477,1
cross-encoder,-5.55112361907959,1
cross-encoder,-5.549147129058838,1
cross-encoder,-5.545961380004883,1
cross-encoder,-5.535100936889648,1
cross-encoder,-5.534491539001465,1
cross-encoder,-5.5275678634643555,1
cross-encoder,-5.5263237953186035,1
cross-encoder,-5.524274826049805,1
cross-encoder,-5.522504806518555,1
cross-encoder,-5.510946273803711,1
cross-encoder,-5.510540962219238,1
cross-encoder,-5.507713794708252,1
cross-encoder,-5.503450393676758,1
cross-encoder,-5.500308036804199,1
cross-encoder,-5.498958587646484,1
cross-encoder,-5.49407958984375,1
cross-encoder,-5.491204261779785,1
cross-encoder,-5.491003036499023,1
cross-encoder,-5.4897661209106445,1
cross-encoder,-5.488173961639404,1
cross-encoder,-5.487630844116211,1
cross-encoder,-5.483181476593018,1
cross-encoder,-5.4803290367126465,1
cross-encoder,-5.4728546142578125,1
cross-encoder,-5.4717912673950195,1
cross-encoder,-5.466274261474609,1
cross-encoder,-5.46517276763916,1
cross-encoder,-5.463061809539795,1
cross-encoder,-5.457098960876465,1
cross-encoder,-5.45654821395874,1
cross-encoder,-5.448174476623535,2
cross-encoder,-5.446398735046387,1
cross-encoder,-5.444327354431152,2
cross-encoder,-5.443114280700684,1
cross-encoder,-5.436972618103027,1
cross-encoder,-5.4368486404418945,1
cross-encoder,-5.436814785003662,1
cross-encoder,-5.4341278076171875,1
cross-encoder,-5.432590961456299,1
cross-encoder,-5.42933464050293,1
cross-encoder,-5.412616729736328,1
cross-encoder,-5.410286903381348,1
cross-encoder,-5.409847259521484,1
cross-encoder,-5.403785228729248,1
cross-encoder,-5.4015092849731445,1
cross-encoder,-5.4001007080078125,1
cross-encoder,-5.3834428787231445,1
cross-encoder,-5.3788042068481445,1
cross-encoder,-5.374115467071533,1
cross-encoder,-5.37406587600708,1
cross-encoder,-5.373843193054199,1
cross-encoder,-5.362712860107422,1
cross-encoder,-5.362687110900879,1
cross-encoder,-5.362560749053955,1
cross-encoder,-5.360472679138184,1
cross-encoder,-5.356110095977783,1
cross-encoder,-5.354280948638916,1
cross-encoder,-5.353838920593262,1
cross-encoder,-5.353324890136719,1
cross-encoder,-5.348618030548096,1
cross-encoder,-5.3392486572265625,1
cross-encoder,-5.33784294128418,1
cross-encoder,-5.3336992263793945,1
cross-encoder,-5.332584381103516,1
cross-encoder,-5.329671859741211,1
cross-encoder,-5.329331398010254,1
cross-encoder,-5.322381019592285,1
cross-encoder,-5.321063995361328,1
cross-encoder,-5.31700325012207,1
cross-encoder,-5.309077262878418,1
cross-encoder,-5.307826519012451,1
cross-encoder,-5.307453155517578,1
cross-encoder,-5.305528163909912,1
cross-encoder,-5.304715633392334,1
cross-encoder,-5.303418159484863,1
cross-encoder,-5.301323890686035,1
cross-encoder,-5.299880027770996,1
cross-encoder,-5.299139976501465,1
cross-encoder,-5.295930862426758,1
cross-encoder,-5.2949371337890625,1
cross-encoder,-5.293346405029297,1
cross-encoder,-5.2900614738464355,1
cross-encoder,-5.289587497711182,1
cross-encoder,-5.283360958099365,1
cross-encoder,-5.2801833152771,1
cross-encoder,-5.275094032287598,1
cross-encoder,-5.271468162536621,1
cross-encoder,-5.268238067626953,1
cross-encoder,-5.258374214172363,1
cross-encoder,-5.257850170135498,1
cross-encoder,-5.255434989929199,1
cross-encoder,-5.251935958862305,1
cross-encoder,-5.248135566711426,1
cross-encoder,-5.2441935539245605,2
cross-encoder,-5.24346923828125,1
cross-encoder,-5.242007255554199,1
cross-encoder,-5.239523887634277,1
cross-encoder,-5.231389999389648,1
cross-encoder,-5.221817970275879,1
cross-encoder,-5.221521377563477,1
cross-encoder,-5.219235420227051,1
cross-encoder,-5.217752456665039,1
cross-encoder,-5.217206954956055,1
cross-encoder,-5.212757110595703,1
cross-encoder,-5.211904525756836,1
cross-encoder,-5.210474967956543,1
cross-encoder,-5.199065208435059,1
cross-encoder,-5.198351860046387,1
cross-encoder,-5.1905012130737305,1
cross-encoder,-5.189964771270752,1
cross-encoder,-5.189190864562988,1
cross-encoder,-5.18875789642334,1
cross-encoder,-5.188654899597168,1
cross-encoder,-5.182389736175537,1
cross-encoder,-5.181403160095215,1
cross-encoder,-5.181198596954346,1
cross-encoder,-5.1739349365234375,1
cross-encoder,-5.170490741729736,1
cross-encoder,-5.157016754150391,1
cross-encoder,-5.143547058105469,1
cross-encoder,-5.137735366821289,1
cross-encoder,-5.136170864105225,1
cross-encoder,-5.136063575744629,1
cross-encoder,-5.12943172454834,1
cross-encoder,-5.123432636260986,1
cross-encoder,-5.122421741485596,1
