method,score,calls
cross-encoder,-8.731815338134766,1
cross-encoder,-8.730783462524414,1
cross-encoder,-8.729765892028809,1
cross-encoder,-8.728572845458984,1
cross-encoder,-8.724809646606445,1
cross-encoder,-8.722448348999023,1
cross-encoder,-8.722404479980469,1
cross-encoder,-8.717156410217285,1
cross-encoder,-8.715763092041016,1
cross-encoder,-8.714384078979492,1
cross-encoder,-8.713991165161133,1
cross-encoder,-8.71308708190918,1
cross-encoder,-8.710783004760742,1
cross-encoder,-8.708301544189453,1
cross-encoder,-8.707612991333008,1
cross-encoder,-8.706988334655762,1
cross-encoder,-8.705954551696777,1
cross-encoder,-8.704854965209961,1
cross-encoder,-8.702795028686523,1
cross-encoder,-8.70065975189209,1
cross-encoder,-8.700069427490234,1
cross-encoder,-8.699972152709961,1
cross-encoder,-8.697816848754883,1
cross-encoder,-8.695911407470703,1
cross-encoder,-8.695638656616211,1
cross-encoder,-8.6946382522583,1
cross-encoder,-8.693442344665527,1
cross-encoder,-8.693169593811035,1
cross-encoder,-8.692422866821289,1
cross-encoder,-8.689608573913574,1
cross-encoder,-8.686458587646484,1
cross-encoder,-8.68431568145752,1
cross-encoder,-8.682607650756836,1
cross-encoder,-8.681346893310547,1
cross-encoder,-8.678291320800781,1
cross-encoder,-8.67396354675293,1
cross-encoder,-8.670831680297852,1
cross-encoder,-8.670522689819336,1
cross-encoder,-8.662315368652344,1
cross-encoder,-8.66025161743164,1
cross-encoder,-8.656829833984375,1
cross-encoder,-8.65256404876709,1
cross-encoder,-8.651947021484375,1
cross-encoder,-8.64185905456543,1
cross-encoder,-8.638662338256836,1
cross-encoder,-8.63857364654541,1
cross-encoder,-8.63606071472168,1
cross-encoder,-8.631999015808105,1
cross-encoder,-8.626507759094238,1
cross-encoder,-8.624998092651367,1
cross-encoder,-8.623592376708984,1
cross-encoder,-8.622682571411133,1
cross-encoder,-8.621036529541016,1
cross-encoder,-8.619508743286133,1
cross-encoder,-8.6185302734375,1
cross-encoder,-8.61754035949707,1
cross-encoder,-8.61530876159668,1
cross-encoder,-8.613936424255371,1
cross-encoder,-8.613085746765137,1
cross-encoder,-8.6057710647583,1
cross-encoder,-8.605051040649414,1
cross-encoder,-8.60383415222168,1
cross-encoder,-8.59803581237793,1
cross-encoder,-8.597145080566406,1
cross-encoder,-8.59184455871582,1
cross-encoder,-8.589714050292969,1
cross-encoder,-8.588768005371094,1
cross-encoder,-8.586587905883789,1
cross-encoder,-8.585719108581543,1
cross-encoder,-8.58255672454834,1
cross-encoder,-8.579526901245117,1
cross-encoder,-8.577640533447266,1
cross-encoder,-8.577106475830078,1
cross-encoder,-8.573270797729492,1
cross-encoder,-8.572845458984375,1
cross-encoder,-8.571738243103027,1
cross-encoder,-8.570858001708984,1
cross-encoder,-8.56949520111084,1
cross-encoder,-8.565088272094727,1
cross-encoder,-8.564258575439453,1
cross-encoder,-8.563092231750488,1
cross-encoder,-8.562718391418457,1
cross-encoder,-8.561097145080566,1
cross-encoder,-8.559528350830078,1
cross-encoder,-8.552095413208008,1
cross-encoder,-8.549849510192871,1
cross-encoder,-8.54800033569336,1
cross-encoder,-8.54576301574707,1
cross-encoder,-8.545417785644531,1
cross-encoder,-8.542473793029785,1
cross-encoder,-8.541945457458496,1
cross-encoder,-8.539329528808594,1
cross-encoder,-8.534122467041016,1
cross-encoder,-8.533618927001953,1
cross-encoder,-8.532313346862793,1
cross-encoder,-8.53085708618164,1
cross-encoder,-8.528345108032227,1
cross-encoder,-8.527790069580078,1
cross-encoder,-8.526119232177734,1
cross-encoder,-8.523497581481934,1
cross-encoder,-8.521903991699219,1
cross-encoder,-8.519060134887695,1
cross-encoder,-8.517326354980469,1
cross-encoder,-8.513740539550781,1
cross-encoder,-8.513568878173828,1
cross-encoder,-8.513492584228516,2
cross-encoder,-8.512310028076172,1
cross-encoder,-8.512296676635742,1
cross-encoder,-8.512149810791016,1
cross-encoder,-8.511665344238281,1
cross-encoder,-8.507774353027344,1
cross-encoder,-8.507000923156738,1
cross-encoder,-8.504900932312012,1
cross-encoder,-8.50480842590332,1
cross-encoder,-8.500497817993164,1
cross-encoder,-8.499387741088867,1
cross-encoder,-8.496746063232422,1
cross-encoder,-8.494720458984375,1
cross-encoder,-8.494680404663086,1
cross-encoder,-8.494613647460938,1
cross-encoder,-8.493718147277832,1
cross-encoder,-8.492518424987793,1
cross-encoder,-8.491955757141113,1
cross-encoder,-8.4871826171875,1
cross-encoder,-8.482532501220703,1
cross-encoder,-8.482457160949707,1
cross-encoder,-8.481953620910645,1
cross-encoder,-8.48192024230957,1
cross-encoder,-8.478474617004395,1
cross-encoder,-8.477420806884766,1
cross-encoder,-8.472396850585938,1
cross-encoder,-8.471997261047363,1
cross-encoder,-8.471986770629883,1
cross-encoder,-8.470453262329102,1
cross-encoder,-8.464694023132324,1
cross-encoder,-8.464665412902832,1
cross-encoder,-8.46416187286377,1
cross-encoder,-8.462249755859375,1
cross-encoder,-8.461956024169922,1
cross-encoder,-8.460241317749023,1
cross-encoder,-8.45802116394043,1
cross-encoder,-8.457634925842285,1
cross-encoder,-8.45712661743164,1
cross-encoder,-8.45590877532959,1
cross-encoder,-8.454957008361816,1
cross-encoder,-8.45173454284668,1
cross-encoder,-8.450042724609375,1
cross-encoder,-8.450002670288086,1
cross-encoder,-8.437509536743164,1
cross-encoder,-8.431068420410156,1
cross-encoder,-8.43069839477539,1
cross-encoder,-8.427871704101562,1
cross-encoder,-8.424249649047852,1
cross-encoder,-8.424233436584473,1
cross-encoder,-8.421783447265625,1
cross-encoder,-8.419397354125977,1
cross-encoder,-8.415717124938965,1
cross-encoder,-8.415278434753418,1
cross-encoder,-8.410966873168945,1
cross-encoder,-8.41011905670166,1
cross-encoder,-8.408812522888184,1
cross-encoder,-8.407197952270508,1
cross-encoder,-8.403611183166504,1
cross-encoder,-8.398042678833008,1
cross-encoder,-8.397415161132812,1
cross-encoder,-8.391281127929688,1
cross-encoder,-8.390926361083984,1
cross-encoder,-8.390277862548828,1
cross-encoder,-8.388782501220703,1
cross-encoder,-8.387277603149414,1
cross-encoder,-8.385379791259766,2
cross-encoder,-8.384690284729004,1
cross-encoder,-8.383718490600586,1
cross-encoder,-8.383516311645508,1
cross-encoder,-8.379194259643555,1
cross-encoder,-8.37626838684082,1
cross-encoder,-8.37584114074707,1
cross-encoder,-8.374601364135742,1
cross-encoder,-8.373686790466309,1
cross-encoder,-8.3704252243042,1
cross-encoder,-8.369668960571289,1
cross-encoder,-8.368485450744629,1
cross-encoder,-8.365754127502441,1
cross-encoder,-8.365726470947266,1
cross-encoder,-8.365483283996582,1
cross-encoder,-8.363569259643555,1
cross-encoder,-8.35888671875,1
cross-encoder,-8.352862358093262,1
cross-encoder,-8.350930213928223,1
cross-encoder,-8.349802017211914,1
cross-encoder,-8.349678039550781,1
cross-encoder,-8.344704627990723,1
cross-encoder,-8.344315528869629,1
cross-encoder,-8.33832836151123,1
cross-encoder,-8.334177017211914,1
cross-encoder,-8.333756446838379,1
cross-encoder,-8.333015441894531,1
cross-encoder,-8.330799102783203,1
cross-encoder,-8.328922271728516,1
cross-encoder,-8.32681941986084,1
cross-encoder,-8.323894500732422,1
cross-encoder,-8.323036193847656,1
cross-encoder,-8.321455955505371,1
cross-encoder,-8.321249008178711,1
cross-encoder,-8.320802688598633,1
cross-encoder,-8.312280654907227,1
cross-encoder,-8.307596206665039,1
cross-encoder,-8.30526065826416,1
cross-encoder,-8.304052352905273,1
cross-encoder,-8.29940414428711,1
cross-encoder,-8.294941902160645,1
cross-encoder,-8.29466438293457,1
cross-encoder,-8.29458999633789,2
cross-encoder,-8.294458389282227,1
cross-encoder,-8.28822135925293,1
cross-encoder,-8.283893585205078,1
cross-encoder,-8.281326293945312,1
cross-encoder,-8.280012130737305,1
cross-encoder,-8.279766082763672,1
cross-encoder,-8.279386520385742,1
cross-encoder,-8.276206970214844,1
cross-encoder,-8.266678810119629,1
cross-encoder,-8.26412296295166,1
cross-encoder,-8.261737823486328,1
cross-encoder,-8.25948429107666,1
cross-encoder,-8.256027221679688,1
cross-encoder,-8.251667976379395,1
cross-encoder,-8.24484634399414,1
cross-encoder,-8.240410804748535,1
cross-encoder,-8.240007400512695,1
cross-encoder,-8.239425659179688,1
cross-encoder,-8.238801956176758,1
cross-encoder,-8.237409591674805,1
cross-encoder,-8.236804962158203,1
cross-encoder,-8.236104011535645,1
cross-encoder,-8.232759475708008,1
cross-encoder,-8.23039436340332,1
cross-encoder,-8.226153373718262,1
cross-encoder,-8.221633911132812,1
cross-encoder,-8.219486236572266,1
cross-encoder,-8.219182968139648,1
cross-encoder,-8.218132019042969,1
cross-encoder,-8.21572494506836,1
cross-encoder,-8.211238861083984,1
cross-encoder,-8.204251289367676,1
cross-encoder,-8.203873634338379,1
cross-encoder,-8.203851699829102,1
cross-encoder,-8.20269775390625,1
cross-encoder,-8.198123931884766,1
cross-encoder,-8.195338249206543,1
cross-encoder,-8.194648742675781,1
cross-encoder,-8.194372177124023,1
cross-encoder,-8.194168090820312,1
cross-encoder,-8.192238807678223,1
cross-encoder,-8.190736770629883,1
cross-encoder,-8.188852310180664,1
cross-encoder,-8.188594818115234,1
cross-encoder,-8.186548233032227,1
cross-encoder,-8.183570861816406,1
cross-encoder,-8.171207427978516,1
cross-encoder,-8.170716285705566,1
cross-encoder,-8.169939994812012,1
cross-encoder,-8.169357299804688,1
cross-encoder,-8.168787002563477,1
cross-encoder,-8.16450309753418,1
cross-encoder,-8.163127899169922,1
cross-encoder,-8.162862777709961,1
cross-encoder,-8.160848617553711,1
cross-encoder,-8.158512115478516,1
cross-encoder,-8.158475875854492,1
cross-encoder,-8.157434463500977,1
cross-encoder,-8.156936645507812,1
cross-encoder,-8.154947280883789,1
cross-encoder,-8.147850036621094,1
cross-encoder,-8.144943237304688,1
cross-encoder,-8.142509460449219,1
cross-encoder,-8.141990661621094,1
cross-encoder,-8.141561508178711,1
cross-encoder,-8.141532897949219,1
cross-encoder,-8.141439437866211,1
cross-encoder,-8.139938354492188,1
cross-encoder,-8.138998031616211,1
cross-encoder,-8.13510799407959,1
cross-encoder,-8.130349159240723,1
cross-encoder,-8.124637603759766,1
cross-encoder,-8.123403549194336,1
cross-encoder,-8.122361183166504,1
cross-encoder,-8.117352485656738,1
cross-encoder,-8.114572525024414,1
cross-encoder,-8.113678932189941,1
cross-encoder,-8.113258361816406,1
cross-encoder,-8.111886978149414,1
cross-encoder,-8.109251022338867,1
cross-encoder,-8.106094360351562,1
cross-encoder,-8.099172592163086,1
cross-encoder,-8.09573745727539,1
cross-encoder,-8.092546463012695,1
cross-encoder,-8.088945388793945,1
cross-encoder,-8.088479995727539,1
cross-encoder,-8.085715293884277,1
cross-encoder,-8.082630157470703,1
cross-encoder,-8.082275390625,1
cross-encoder,-8.082019805908203,1
cross-encoder,-8.081573486328125,1
cross-encoder,-8.079170227050781,1
cross-encoder,-8.077383041381836,1
cross-encoder,-8.076866149902344,1
cross-encoder,-8.07341480255127,1
cross-encoder,-8.072456359863281,1
cross-encoder,-8.068971633911133,1
cross-encoder,-8.067144393920898,1
cross-encoder,-8.059910774230957,1
cross-encoder,-8.05689811706543,1
cross-encoder,-8.056784629821777,1
cross-encoder,-8.052526473999023,1
cross-encoder,-8.050716400146484,1
cross-encoder,-8.047422409057617,1
cross-encoder,-8.044342041015625,1
cross-encoder,-8.043303489685059,1
cross-encoder,-8.040159225463867,1
cross-encoder,-8.037394523620605,1
cross-encoder,-8.037013053894043,1
cross-encoder,-8.036727905273438,1
cross-encoder,-8.035711288452148,1
cross-encoder,-8.034809112548828,1
cross-encoder,-8.032306671142578,1
cross-encoder,-8.028802871704102,1
cross-encoder,-8.025354385375977,1
cross-encoder,-8.023088455200195,1
cross-encoder,-8.021543502807617,1
cross-encoder,-8.021377563476562,1
cross-encoder,-8.020185470581055,1
cross-encoder,-8.019872665405273,1
cross-encoder,-8.019498825073242,1
cross-encoder,-8.012137413024902,1
cross-encoder,-8.001514434814453,1
cross-encoder,-8.000982284545898,1
cross-encoder,-7.998917102813721,1
cross-encoder,-7.995797157287598,1
cross-encoder,-7.990208148956299,1
cross-encoder,-7.987187385559082,1
cross-encoder,-7.986347198486328,1
cross-encoder,-7.985861778259277,1
cross-encoder,-7.985729217529297,1
cross-encoder,-7.9811601638793945,1
cross-encoder,-7.9785919189453125,1
cross-encoder,-7.977076530456543,1
cross-encoder,-7.976510047912598,1
cross-encoder,-7.9686279296875,1
cross-encoder,-7.967831611633301,1
cross-encoder,-7.963010787963867,1
cross-encoder,-7.96108865737915,1
cross-encoder,-7.956874847412109,1
cross-encoder,-7.947018623352051,1
cross-encoder,-7.946247100830078,1
cross-encoder,-7.943558692932129,1
cross-encoder,-7.9336700439453125,1
cross-encoder,-7.9336652755737305,1
cross-encoder,-7.929971694946289,1
cross-encoder,-7.92982292175293,1
cross-encoder,-7.929155349731445,1
cross-encoder,-7.927556037902832,1
cross-encoder,-7.9249725341796875,1
cross-encoder,-7.9207916259765625,1
cross-encoder,-7.916934013366699,1
cross-encoder,-7.9166579246521,1
cross-encoder,-7.915277481079102,1
cross-encoder,-7.9094719886779785,1
cross-encoder,-7.909251689910889,1
cross-encoder,-7.903356075286865,1
cross-encoder,-7.902870178222656,1
cross-encoder,-7.893230438232422,1
cross-encoder,-7.891409873962402,1
cross-encoder,-7.890556335449219,1
cross-encoder,-7.883224964141846,1
cross-encoder,-7.880823612213135,1
cross-encoder,-7.880490779876709,1
cross-encoder,-7.8796186447143555,1
cross-encoder,-7.87754487991333,1
cross-encoder,-7.876509666442871,1
cross-encoder,-7.876185417175293,1
cross-encoder,-7.87591552734375,1
cross-encoder,-7.870872497558594,1
cross-encoder,-7.867314338684082,1
cross-encoder,-7.865797519683838,1
cross-encoder,-7.865588665008545,1
cross-encoder,-7.862672805786133,1
cross-encoder,-7.858351707458496,1
cross-encoder,-7.85823917388916,1
cross-encoder,-7.85438871383667,1
cross-encoder,-7.852873802185059,1
cross-encoder,-7.845203399658203,1
cross-encoder,-7.844913005828857,1
cross-encoder,-7.843931198120117,1
cross-encoder,-7.843583106994629,1
cross-encoder,-7.840953826904297,1
cross-encoder,-7.837835311889648,1
cross-encoder,-7.832085609436035,1
cross-encoder,-7.829845905303955,1
cross-encoder,-7.829415321350098,1
cross-encoder,-7.828856468200684,1
cross-encoder,-7.820240020751953,1
cross-encoder,-7.817255020141602,1
cross-encoder,-7.813714981079102,1
cross-encoder,-7.810541152954102,1
cross-encoder,-7.809558391571045,1
cross-encoder,-7.796483039855957,1
cross-encoder,-7.793044567108154,1
cross-encoder,-7.792942047119141,1
cross-encoder,-7.792778968811035,1
cross-encoder,-7.79207706451416,1
cross-encoder,-7.792046546936035,1
cross-encoder,-7.790016174316406,1
cross-encoder,-7.789134979248047,1
cross-encoder,-7.787022590637207,1
cross-encoder,-7.785125255584717,1
cross-encoder,-7.782219886779785,1
cross-encoder,-7.781699180603027,1
cross-encoder,-7.780365943908691,1
cross-encoder,-7.7776031494140625,1
cross-encoder,-7.774487018585205,1
cross-encoder,-7.771780967712402,1
cross-encoder,-7.76996374130249,1
cross-encoder,-7.7696757316589355,1
cross-encoder,-7.768885612487793,1
cross-encoder,-7.765047073364258,1
cross-encoder,-7.761958122253418,1
cross-encoder,-7.760543346405029,1
cross-encoder,-7.753307819366455,1
cross-encoder,-7.751561641693115,1
cross-encoder,-7.751344680786133,1
cross-encoder,-7.749431610107422,1
cross-encoder,-7.7457075119018555,1
cross-encoder,-7.74500846862793,1
cross-encoder,-7.743259906768799,1
cross-encoder,-7.731639862060547,1
cross-encoder,-7.729729652404785,1
cross-encoder,-7.728739261627197,1
cross-encoder,-7.726589679718018,1
cross-encoder,-7.723309516906738,1
cross-encoder,-7.720729351043701,1
cross-encoder,-7.719480514526367,1
cross-encoder,-7.71861457824707,1
cross-encoder,-7.717311382293701,1
cross-encoder,-7.712740898132324,1
cross-encoder,-7.711268424987793,1
cross-encoder,-7.706649303436279,1
cross-encoder,-7.706161975860596,1
cross-encoder,-7.695838928222656,1
cross-encoder,-7.694389343261719,1
cross-encoder,-7.694140911102295,1
cross-encoder,-7.691286087036133,1
cross-encoder,-7.6911091804504395,1
cross-encoder,-7.689962387084961,1
cross-encoder,-7.688185691833496,1
cross-encoder,-7.687983512878418,1
cross-encoder,-7.687116622924805,2
cross-encoder,-7.6861371994018555,1
cross-encoder,-7.6841325759887695,1
cross-encoder,-7.682746887207031,1
cross-encoder,-7.682302951812744,1
cross-encoder,-7.675514221191406,1
cross-encoder,-7.67486047744751,2
cross-encoder,-7.668400764465332,1
cross-encoder,-7.666362762451172,1
cross-encoder,-7.665750503540039,1
cross-encoder,-7.664492130279541,1
cross-encoder,-7.662368297576904,1
cross-encoder,-7.66104793548584,1
cross-encoder,-7.660684585571289,1
cross-encoder,-7.65749979019165,1
cross-encoder,-7.654294967651367,1
cross-encoder,-7.652425289154053,1
cross-encoder,-7.652226448059082,1
cross-encoder,-7.6440558433532715,1
cross-encoder,-7.642731666564941,1
cross-encoder,-7.642070293426514,1
cross-encoder,-7.640298366546631,1
cross-encoder,-7.639175891876221,1
cross-encoder,-7.629511833190918,1
cross-encoder,-7.629134178161621,1
cross-encoder,-7.627871513366699,1
cross-encoder,-7.621776580810547,1
cross-encoder,-7.619650840759277,1
cross-encoder,-7.616689205169678,1
cross-encoder,-7.613430023193359,1
cross-encoder,-7.6125617027282715,1
cross-encoder,-7.6061811447143555,1
cross-encoder,-7.60331392288208,1
cross-encoder,-7.601593971252441,1
cross-encoder,-7.597781181335449,1
cross-encoder,-7.590027332305908,1
cross-encoder,-7.58858585357666,1
cross-encoder,-7.587254524230957,1
cross-encoder,-7.585362434387207,1
cross-encoder,-7.583282470703125,1
cross-encoder,-7.5826568603515625,1
cross-encoder,-7.581701278686523,1
cross-encoder,-7.580698013305664,1
cross-encoder,-7.5805487632751465,1
cross-encoder,-7.57642126083374,1
cross-encoder,-7.574535369873047,1
cross-encoder,-7.570051670074463,1
cross-encoder,-7.569423675537109,1
cross-encoder,-7.569267272949219,1
cross-encoder,-7.564754486083984,1
cross-encoder,-7.562977313995361,1
cross-encoder,-7.5616912841796875,1
cross-encoder,-7.559325218200684,1
cross-encoder,-7.5570783615112305,1
cross-encoder,-7.556512832641602,1
cross-encoder,-7.553582668304443,1
cross-encoder,-7.552852153778076,1
cross-encoder,-7.543457508087158,1
cross-encoder,-7.54244327545166,1
cross-encoder,-7.539276123046875,1
cross-encoder,-7.538492679595947,1
cross-encoder,-7.53468132019043,1
cross-encoder,-7.531927108764648,1
cross-encoder,-7.526310920715332,1
cross-encoder,-7.523623466491699,1
cross-encoder,-7.52230167388916,1
cross-encoder,-7.516337871551514,1
cross-encoder,-7.514653205871582,1
cross-encoder,-7.51381254196167,1
cross-encoder,-7.509678363800049,1
cross-encoder,-7.5093302726745605,1
cross-encoder,-7.508489608764648,1
cross-encoder,-7.506688117980957,1
cross-encoder,-7.5057783126831055,1
cross-encoder,-7.505175590515137,1
cross-encoder,-7.503605365753174,1
cross-encoder,-7.502483367919922,1
cross-encoder,-7.5018768310546875,1
cross-encoder,-7.501616954803467,1
cross-encoder,-7.498287200927734,1
cross-encoder,-7.493753433227539,1
cross-encoder,-7.492314338684082,1
cross-encoder,-7.490353107452393,1
cross-encoder,-7.485398292541504,1
cross-encoder,-7.484692573547363,1
cross-encoder,-7.484489440917969,1
cross-encoder,-7.483068466186523,1
cross-encoder,-7.480940818786621,1
cross-encoder,-7.476629257202148,1
cross-encoder,-7.47501277923584,1
cross-encoder,-7.466617584228516,1
cross-encoder,-7.464048385620117,1
cross-encoder,-7.4586334228515625,1
cross-encoder,-7.454352378845215,1
cross-encoder,-7.452690124511719,1
cross-encoder,-7.448052406311035,1
cross-encoder,-7.446761608123779,1
cross-encoder,-7.438205718994141,1
cross-encoder,-7.437958240509033,1
cross-encoder,-7.437609672546387,1
cross-encoder,-7.436656951904297,1
cross-encoder,-7.435403347015381,1
cross-encoder,-7.428720474243164,1
cross-encoder,-7.42592716217041,1
cross-encoder,-7.421992778778076,1
cross-encoder,-7.420510292053223,1
cross-encoder,-7.419931888580322,1
cross-encoder,-7.417336940765381,1
cross-encoder,-7.409280776977539,1
cross-encoder,-7.408603191375732,1
cross-encoder,-7.403088569641113,1
cross-encoder,-7.399839878082275,1
cross-encoder,-7.391077995300293,1
cross-encoder,-7.3907365798950195,1
cross-encoder,-7.3896589279174805,1
cross-encoder,-7.389235496520996,1
cross-encoder,-7.385224342346191,1
cross-encoder,-7.381417274475098,1
cross-encoder,-7.3794474601745605,1
cross-encoder,-7.377751350402832,2
cross-encoder,-7.375389099121094,1
cross-encoder,-7.375133991241455,1
cross-encoder,-7.373715400695801,1
cross-encoder,-7.373231887817383,1
cross-encoder,-7.373199462890625,1
cross-encoder,-7.372565269470215,1
cross-encoder,-7.372071743011475,1
cross-encoder,-7.371217727661133,1
cross-encoder,-7.367771148681641,1
cross-encoder,-7.364079475402832,1
cross-encoder,-7.363561630249023,1
cross-encoder,-7.363528251647949,1
cross-encoder,-7.362636566162109,1
cross-encoder,-7.360361576080322,1
cross-encoder,-7.360151290893555,1
cross-encoder,-7.355035305023193,1
cross-encoder,-7.354509353637695,1
cross-encoder,-7.347375869750977,1
cross-encoder,-7.345902442932129,1
cross-encoder,-7.3424224853515625,1
cross-encoder,-7.341770172119141,1
cross-encoder,-7.338982582092285,1
cross-encoder,-7.337058067321777,1
cross-encoder,-7.336750030517578,1
cross-encoder,-7.3346710205078125,1
cross-encoder,-7.33096981048584,1
cross-encoder,-7.319178104400635,1
cross-encoder,-7.318431854248047,1
cross-encoder,-7.317038536071777,1
cross-encoder,-7.316615104675293,1
cross-encoder,-7.309871673583984,1
cross-encoder,-7.304101467132568,1
cross-encoder,-7.301224708557129,1
cross-encoder,-7.301120281219482,1
cross-encoder,-7.298364639282227,1
cross-encoder,-7.29179573059082,1
cross-encoder,-7.290885925292969,1
cross-encoder,-7.285130977630615,1
cross-encoder,-7.284722328186035,1
cross-encoder,-7.2801032066345215,1
cross-encoder,-7.27559232711792,1
cross-encoder,-7.273585319519043,1
cross-encoder,-7.270872592926025,1
cross-encoder,-7.26801872253418,1
cross-encoder,-7.264786243438721,1
cross-encoder,-7.264706611633301,1
cross-encoder,-7.263940811157227,1
cross-encoder,-7.260076999664307,1
cross-encoder,-7.258270263671875,1
cross-encoder,-7.255764484405518,2
cross-encoder,-7.251949787139893,1
cross-encoder,-7.249869346618652,1
cross-encoder,-7.247889518737793,1
cross-encoder,-7.247130870819092,1
cross-encoder,-7.244811058044434,1
cross-encoder,-7.243903636932373,1
cross-encoder,-7.242867469787598,1
cross-encoder,-7.241279602050781,1
cross-encoder,-7.232799530029297,1
cross-encoder,-7.232752799987793,2
cross-encoder,-7.228679656982422,1
cross-encoder,-7.222951889038086,1
cross-encoder,-7.2223405838012695,1
cross-encoder,-7.2201385498046875,1
cross-encoder,-7.21328067779541,1
cross-encoder,-7.202240943908691,1
cross-encoder,-7.195862770080566,1
cross-encoder,-7.193574905395508,1
cross-encoder,-7.181601524353027,1
cross-encoder,-7.181443214416504,1
cross-encoder,-7.175118446350098,1
cross-encoder,-7.174922466278076,1
cross-encoder,-7.173574447631836,1
cross-encoder,-7.16986608505249,1
cross-encoder,-7.165154933929443,1
cross-encoder,-7.153572082519531,1
cross-encoder,-7.148008346557617,1
cross-encoder,-7.143102645874023,2
cross-encoder,-7.141758918762207,1
cross-encoder,-7.134794235229492,1
cross-encoder,-7.134576797485352,1
cross-encoder,-7.120044708251953,1
cross-encoder,-7.117376327514648,1
cross-encoder,-7.11485481262207,1
cross-encoder,-7.114826679229736,1
cross-encoder,-7.113101005554199,1
cross-encoder,-7.111271858215332,1
cross-encoder,-7.108930587768555,1
cross-encoder,-7.106083869934082,1
cross-encoder,-7.105781078338623,1
cross-encoder,-7.101383209228516,1
cross-encoder,-7.100041389465332,1
cross-encoder,-7.097806930541992,1
cross-encoder,-7.093317031860352,1
cross-encoder,-7.0920209884643555,1
cross-encoder,-7.0887956619262695,1
cross-encoder,-7.077511787414551,1
cross-encoder,-7.075719833374023,2
cross-encoder,-7.074607849121094,1
cross-encoder,-7.0737175941467285,1
cross-encoder,-7.073683738708496,1
cross-encoder,-7.0729169845581055,1
cross-encoder,-7.071651458740234,1
cross-encoder,-7.070444107055664,1
cross-encoder,-7.0689496994018555,1
cross-encoder,-7.062194347381592,1
cross-encoder,-7.058693885803223,1
cross-encoder,-7.053876876831055,1
cross-encoder,-7.053058624267578,1
cross-encoder,-7.052535533905029,1
cross-encoder,-7.050408363342285,1
cross-encoder,-7.049067974090576,1
cross-encoder,-7.048289775848389,1
cross-encoder,-7.039434432983398,1
cross-encoder,-7.035881042480469,1
cross-encoder,-7.034229755401611,1
cross-encoder,-7.033716201782227,1
cross-encoder,-7.03352165222168,1
cross-encoder,-7.02976655960083,1
cross-encoder,-7.0267534255981445,1
cross-encoder,-7.02646541595459,1
cross-encoder,-7.021103858947754,1
cross-encoder,-7.0172858238220215,1
cross-encoder,-7.002198219299316,1
cross-encoder,-7.001119613647461,1
cross-encoder,-6.995067119598389,1
cross-encoder,-6.993495464324951,1
cross-encoder,-6.993383884429932,1
cross-encoder,-6.991683006286621,1
cross-encoder,-6.988530158996582,1
cross-encoder,-6.988138198852539,1
cross-encoder,-6.986553192138672,1
cross-encoder,-6.9816060066223145,1
cross-encoder,-6.981452465057373,2
cross-encoder,-6.981156349182129,1
cross-encoder,-6.968152046203613,1
cross-encoder,-6.966405868530273,1
cross-encoder,-6.959349632263184,1
cross-encoder,-6.958309173583984,1
cross-encoder,-6.955222129821777,1
cross-encoder,-6.955109596252441,1
cross-encoder,-6.952278137207031,1
cross-encoder,-6.9514007568359375,1
cross-encoder,-6.950032711029053,1
cross-encoder,-6.949618339538574,1
cross-encoder,-6.9474382400512695,1
cross-encoder,-6.943352699279785,1
cross-encoder,-6.942595958709717,1
cross-encoder,-6.941625595092773,1
cross-encoder,-6.939465522766113,1
cross-encoder,-6.937631607055664,1
cross-encoder,-6.9338202476501465,1
cross-encoder,-6.933359146118164,1
cross-encoder,-6.927302360534668,1
cross-encoder,-6.923818111419678,1
cross-encoder,-6.923638343811035,1
cross-encoder,-6.9236040115356445,1
cross-encoder,-6.922425270080566,1
cross-encoder,-6.919519901275635,1
cross-encoder,-6.917238712310791,1
cross-encoder,-6.91572904586792,1
cross-encoder,-6.914869785308838,1
cross-encoder,-6.91254997253418,1
cross-encoder,-6.912034511566162,1
cross-encoder,-6.906275749206543,1
cross-encoder,-6.905293941497803,1
cross-encoder,-6.901022911071777,1
cross-encoder,-6.896909713745117,1
cross-encoder,-6.893489837646484,1
cross-encoder,-6.893375396728516,1
cross-encoder,-6.893230438232422,1
cross-encoder,-6.890700340270996,1
cross-encoder,-6.89058780670166,1
cross-encoder,-6.889709949493408,1
cross-encoder,-6.887907981872559,1
cross-encoder,-6.8857316970825195,1
cross-encoder,-6.882495403289795,1
cross-encoder,-6.880720138549805,1
cross-encoder,-6.8780198097229,1
cross-encoder,-6.874957084655762,1
cross-encoder,-6.872517108917236,1
cross-encoder,-6.870523452758789,1
cross-encoder,-6.864304065704346,1
cross-encoder,-6.858864784240723,1
cross-encoder,-6.856059551239014,1
cross-encoder,-6.854292392730713,1
cross-encoder,-6.85198450088501,1
cross-encoder,-6.850211143493652,1
cross-encoder,-6.845147132873535,1
cross-encoder,-6.8445725440979,1
cross-encoder,-6.837845802307129,1
cross-encoder,-6.836484909057617,1
cross-encoder,-6.83243465423584,1
cross-encoder,-6.82895040512085,1
cross-encoder,-6.828697681427002,1
cross-encoder,-6.82542610168457,1
cross-encoder,-6.81495475769043,1
cross-encoder,-6.810550212860107,1
